strategy_id,symbol,tf,n_bars,n_trades,is_sharpe,oos_sharpe,oos_sortino,oos_cagr,oos_max_dd,oos_calmar,oos_ulcer,oos_upi,oos_tail_ratio,oos_dd_duration_bars,oos_dd_recovery_bars,oos_psr,oos_dsr,n_profitable_regimes,regime_sharpes,worst3_months_mean,rho_buy_hold_oos,maker_fill_pct,unfilled_pct,fee_drag,total_fee_paid,gates_passed,gate_detail,win_rate,profit_factor,avg_win,avg_loss,avg_hold_bars,monthly_returns,yearly_returns,equity_file,execution_mode
hwr2_rsi_stoch_oversold,BTCUSDT,4h,6570,22,-0.315,0.043,0.013,-0.0044,-0.0747,-0.059,4.514,-0.001,0.0,1012,473,0.9578,0.0,2,"{""strong_uptrend"": 0.12447104627925318, ""weak_uptrend"": 3.7262090733543305, ""weak_downtrend"": -0.9814810346857064, ""strong_downtrend"": -3.2549322833575673}",-0.0369,0.286,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.545,0.704,238.17,-406.25,74.73,"{""2022-01"": 0.0, ""2022-02"": -0.0372, ""2022-03"": 0.0, ""2022-04"": -0.0375, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": -0.0538, ""2022-09"": 0.0209, ""2022-10"": 0.0, ""2022-11"": -0.0755, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0158, ""2023-03"": 0.0516, ""2023-04"": 0.0015, ""2023-05"": -0.0301, ""2023-06"": 0.0381, ""2023-07"": 0.0, ""2023-08"": -0.0757, ""2023-09"": 0.036, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0338, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0217, ""2024-05"": -0.0532, ""2024-06"": 0.0589, ""2024-07"": -0.0463, ""2024-08"": -0.0111, ""2024-09"": 0.0, ""2024-10"": 0.0284, ""2024-11"": 0.0, ""2024-12"": 0.0032}","{""2022"": -0.1724, ""2023"": 0.0315, ""2024"": 0.0304}",hwr2_rsi_stoch_oversold__BTCUSDT__4h.parquet,v1
hwr2_rsi_stoch_oversold,ETHUSDT,4h,6570,22,-0.4,-0.069,-0.018,-0.0234,-0.1011,-0.231,2.425,-0.01,0.0,539,64,0.0026,0.0,2,"{""weak_uptrend"": 0.9867482233917974, ""strong_downtrend"": -3.251230219118565, ""weak_downtrend"": 2.6557392055897426, ""strong_uptrend"": -3.5533198912502084}",-0.0332,0.245,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.5,0.73,342.49,-469.13,66.91,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": -0.0772, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0085, ""2022-09"": 0.0, ""2022-10"": -0.03, ""2022-11"": 0.0, ""2022-12"": 0.0399, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": -0.072, ""2023-04"": 0.0359, ""2023-05"": 0.0, ""2023-06"": -0.011, ""2023-07"": 0.0, ""2023-08"": -0.0184, ""2023-09"": 0.018, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": -0.0177, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0647, ""2024-07"": 0.0108, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0138, ""2024-11"": 0.0, ""2024-12"": -0.0996}","{""2022"": -0.0613, ""2023"": -0.0499, ""2024"": -0.035}",hwr2_rsi_stoch_oversold__ETHUSDT__4h.parquet,v1
hwr2_rsi_stoch_oversold,SOLUSDT,4h,6570,4,-0.773,1.753,0.307,0.1352,-0.0364,3.715,2.513,0.054,0.0,786,785,1.0,0.0,2,"{""weak_uptrend"": 0.5805659577053942, ""strong_uptrend"": 5.63437042958632, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0}",-0.0028,0.09,0.0,0.0,,0.0,4,"{""gate_mdd"": true, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.25,1.224,1000.62,-272.58,26.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": -0.0547, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": -0.0205, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": -0.0083, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.109}","{""2022"": -0.0547, ""2023"": -0.0205, ""2024"": 0.0997}",hwr2_rsi_stoch_oversold__SOLUSDT__4h.parquet,v1
hwr3_pullback_1to1,BTCUSDT,4h,6570,177,-1.077,0.471,0.343,0.0796,-0.1114,0.715,4.006,0.02,1.084,636,83,1.0,0.0,2,"{""strong_uptrend"": -3.4715703763317145, ""weak_uptrend"": 2.0609463394007426, ""weak_downtrend"": 1.2931322045551892, ""strong_downtrend"": 0.0}",-0.032,0.406,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.503,0.763,126.01,-166.95,26.82,"{""2022-01"": 0.0, ""2022-02"": -0.0442, ""2022-03"": 0.0708, ""2022-04"": -0.0992, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": -0.0453, ""2022-08"": -0.0089, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0153, ""2022-12"": -0.0415, ""2023-01"": 0.0863, ""2023-02"": -0.0745, ""2023-03"": -0.1143, ""2023-04"": -0.0378, ""2023-05"": -0.0466, ""2023-06"": 0.0056, ""2023-07"": -0.0786, ""2023-08"": 0.0, ""2023-09"": -0.0027, ""2023-10"": 0.0565, ""2023-11"": -0.0518, ""2023-12"": -0.1163, ""2024-01"": -0.0167, ""2024-02"": 0.0443, ""2024-03"": 0.0575, ""2024-04"": -0.005, ""2024-05"": -0.0266, ""2024-06"": 0.0465, ""2024-07"": 0.0048, ""2024-08"": -0.025, ""2024-09"": 0.0012, ""2024-10"": -0.0443, ""2024-11"": 0.1249, ""2024-12"": -0.0091}","{""2022"": -0.1511, ""2023"": -0.3318, ""2024"": 0.1501}",hwr3_pullback_1to1__BTCUSDT__4h.parquet,v1
hwr3_pullback_1to1,ETHUSDT,4h,6570,148,-0.52,-0.828,-0.491,-0.1873,-0.2417,-0.775,10.778,-0.017,0.758,1582,256,0.0,0.0,1,"{""weak_uptrend"": -0.35309594446605447, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.3624721632951512, ""strong_uptrend"": -4.8986145022486385}",-0.0402,0.344,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.486,0.775,189.52,-231.63,28.11,"{""2022-01"": -0.058, ""2022-02"": -0.0592, ""2022-03"": 0.0351, ""2022-04"": -0.0422, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0788, ""2022-08"": 0.0238, ""2022-09"": -0.0995, ""2022-10"": 0.047, ""2022-11"": -0.0473, ""2022-12"": 0.0, ""2023-01"": 0.0948, ""2023-02"": -0.1113, ""2023-03"": -0.0235, ""2023-04"": 0.026, ""2023-05"": -0.0398, ""2023-06"": -0.1011, ""2023-07"": 0.0026, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": -0.0143, ""2023-11"": 0.003, ""2023-12"": -0.0643, ""2024-01"": -0.1114, ""2024-02"": 0.1315, ""2024-03"": 0.0615, ""2024-04"": -0.0567, ""2024-05"": -0.0204, ""2024-06"": -0.0155, ""2024-07"": 0.0056, ""2024-08"": 0.0, ""2024-09"": -0.057, ""2024-10"": -0.0431, ""2024-11"": 0.0092, ""2024-12"": -0.0013}","{""2022"": -0.1282, ""2023"": -0.2197, ""2024"": -0.1119}",hwr3_pullback_1to1__ETHUSDT__4h.parquet,v1
hwr3_pullback_1to1,SOLUSDT,4h,6570,130,0.347,0.62,0.471,0.1558,-0.2103,0.741,14.025,0.011,0.876,1309,130,1.0,0.0,2,"{""weak_uptrend"": -1.1128516719744284, ""strong_uptrend"": 6.363293454539922, ""strong_downtrend"": 0.0, ""weak_downtrend"": 1.0513312090981637}",-0.048,0.37,0.0,0.0,,0.0,2,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.554,1.085,491.32,-562.18,21.66,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.1381, ""2022-04"": 0.0186, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0081, ""2022-08"": -0.0367, ""2022-09"": 0.0, ""2022-10"": -0.0147, ""2022-11"": 0.0362, ""2022-12"": 0.0, ""2023-01"": 0.0351, ""2023-02"": 0.0356, ""2023-03"": -0.0067, ""2023-04"": 0.0007, ""2023-05"": -0.038, ""2023-06"": -0.0817, ""2023-07"": -0.0396, ""2023-08"": 0.0157, ""2023-09"": 0.0, ""2023-10"": 0.2124, ""2023-11"": -0.0811, ""2023-12"": -0.0563, ""2024-01"": -0.1491, ""2024-02"": -0.0285, ""2024-03"": 0.2491, ""2024-04"": -0.0982, ""2024-05"": -0.0322, ""2024-06"": -0.0267, ""2024-07"": -0.0197, ""2024-08"": -0.0294, ""2024-09"": 0.067, ""2024-10"": 0.0805, ""2024-11"": 0.3038, ""2024-12"": -0.0825}","{""2022"": 0.1492, ""2023"": -0.0347, ""2024"": 0.151}",hwr3_pullback_1to1__SOLUSDT__4h.parquet,v1
hwr3b_pullback_asym,BTCUSDT,4h,6570,127,-0.425,0.409,0.245,0.0602,-0.1197,0.503,5.377,0.011,1.072,1316,123,1.0,0.0,2,"{""strong_uptrend"": -2.4288194737183884, ""weak_uptrend"": 0.9522687570050908, ""weak_downtrend"": 2.8113790204135674, ""strong_downtrend"": 0.0}",-0.0045,0.362,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.646,0.874,124.28,-259.16,33.92,"{""2022-01"": 0.0, ""2022-02"": -0.0608, ""2022-03"": 0.0451, ""2022-04"": -0.0321, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": -0.0605, ""2022-08"": -0.0138, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0359, ""2022-12"": -0.0415, ""2023-01"": 0.0752, ""2023-02"": -0.036, ""2023-03"": 0.0262, ""2023-04"": -0.0403, ""2023-05"": -0.0816, ""2023-06"": -0.0011, ""2023-07"": -0.0006, ""2023-08"": 0.0, ""2023-09"": -0.0027, ""2023-10"": 0.073, ""2023-11"": -0.0455, ""2023-12"": -0.0621, ""2024-01"": -0.0481, ""2024-02"": 0.0433, ""2024-03"": 0.0742, ""2024-04"": -0.1085, ""2024-05"": 0.0107, ""2024-06"": 0.0158, ""2024-07"": 0.0394, ""2024-08"": -0.0361, ""2024-09"": 0.0341, ""2024-10"": 0.0229, ""2024-11"": 0.0392, ""2024-12"": 0.012}","{""2022"": -0.1259, ""2023"": -0.1034, ""2024"": 0.0883}",hwr3b_pullback_asym__BTCUSDT__4h.parquet,v1
hwr3b_pullback_asym,ETHUSDT,4h,6570,112,-0.436,-0.667,-0.419,-0.1456,-0.2136,-0.682,11.78,-0.012,0.869,1642,287,0.0,0.0,1,"{""weak_uptrend"": -0.7695012072605141, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.16094102440487273, ""strong_uptrend"": -2.4322418147016633}",-0.0376,0.32,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.598,0.786,182.18,-345.22,34.11,"{""2022-01"": -0.0495, ""2022-02"": -0.084, ""2022-03"": 0.0511, ""2022-04"": -0.0352, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.067, ""2022-08"": -0.0032, ""2022-09"": -0.0067, ""2022-10"": 0.0782, ""2022-11"": -0.0824, ""2022-12"": 0.0, ""2023-01"": 0.0826, ""2023-02"": -0.0491, ""2023-03"": -0.0388, ""2023-04"": 0.0838, ""2023-05"": -0.0483, ""2023-06"": -0.038, ""2023-07"": -0.0814, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0108, ""2023-11"": -0.0105, ""2023-12"": -0.0757, ""2024-01"": -0.0821, ""2024-02"": 0.0427, ""2024-03"": 0.0478, ""2024-04"": -0.0863, ""2024-05"": -0.0297, ""2024-06"": -0.0162, ""2024-07"": -0.0093, ""2024-08"": 0.0, ""2024-09"": -0.0242, ""2024-10"": -0.0591, ""2024-11"": 0.0866, ""2024-12"": 0.0029}","{""2022"": -0.0772, ""2023"": -0.1663, ""2024"": -0.1328}",hwr3b_pullback_asym__ETHUSDT__4h.parquet,v1
hwr3b_pullback_asym,SOLUSDT,4h,6570,101,-0.065,0.403,0.187,0.0717,-0.2135,0.336,8.852,0.008,0.0,775,130,1.0,0.0,2,"{""weak_uptrend"": -0.8416931206962598, ""strong_uptrend"": 4.58674917027599, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.44573330049051024}",-0.0759,0.297,0.0,0.0,,0.0,2,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.614,0.945,336.03,-565.12,24.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.1168, ""2022-04"": 0.0472, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": -0.1015, ""2022-08"": -0.02, ""2022-09"": 0.0, ""2022-10"": -0.0272, ""2022-11"": 0.0626, ""2022-12"": 0.0, ""2023-01"": -0.0019, ""2023-02"": -0.0116, ""2023-03"": -0.0681, ""2023-04"": -0.0388, ""2023-05"": 0.0, ""2023-06"": -0.0822, ""2023-07"": 0.0788, ""2023-08"": 0.0209, ""2023-09"": 0.0, ""2023-10"": 0.0903, ""2023-11"": -0.1039, ""2023-12"": -0.194, ""2024-01"": -0.0393, ""2024-02"": -0.0187, ""2024-03"": 0.1826, ""2024-04"": 0.0, ""2024-05"": 0.055, ""2024-06"": -0.0605, ""2024-07"": 0.0042, ""2024-08"": -0.0764, ""2024-09"": 0.0997, ""2024-10"": 0.0825, ""2024-11"": 0.0585, ""2024-12"": -0.0907}","{""2022"": 0.0645, ""2023"": -0.2965, ""2024"": 0.1744}",hwr3b_pullback_asym__SOLUSDT__4h.parquet,v1
hwr4_keltner_bounce,BTCUSDT,4h,6570,35,-0.312,-1.151,-0.613,-0.2467,-0.2854,-0.864,18.603,-0.013,0.603,1558,536,0.0,0.0,0,"{""strong_uptrend"": -0.2063785410707328, ""weak_uptrend"": -1.6320964188545048, ""weak_downtrend"": -1.521150843008087, ""strong_downtrend"": 0.0}",-0.0741,0.438,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.6,0.587,189.93,-485.2,82.06,"{""2022-01"": 0.0, ""2022-02"": -0.1664, ""2022-03"": 0.0, ""2022-04"": -0.0538, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0766, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.012, ""2022-11"": 0.0, ""2022-12"": 0.0075, ""2023-01"": 0.0057, ""2023-02"": 0.0189, ""2023-03"": -0.048, ""2023-04"": -0.0263, ""2023-05"": -0.0061, ""2023-06"": 0.0588, ""2023-07"": 0.0024, ""2023-08"": 0.0147, ""2023-09"": 0.019, ""2023-10"": 0.0019, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": -0.0624, ""2024-02"": 0.0, ""2024-03"": 0.056, ""2024-04"": -0.0147, ""2024-05"": 0.0, ""2024-06"": -0.0532, ""2024-07"": 0.0, ""2024-08"": -0.1173, ""2024-09"": -0.0518, ""2024-10"": 0.042, ""2024-11"": 0.0, ""2024-12"": -0.0061}","{""2022"": -0.1341, ""2023"": 0.038, ""2024"": -0.1994}",hwr4_keltner_bounce__BTCUSDT__4h.parquet,v1
hwr4_keltner_bounce,ETHUSDT,4h,6570,29,-0.468,-0.097,-0.041,-0.0429,-0.1022,-0.42,3.419,-0.013,0.0,1099,375,0.0,0.0,2,"{""weak_uptrend"": -1.0640542259204686, ""strong_downtrend"": -0.09319368234696732, ""weak_downtrend"": 2.024262961246772, ""strong_uptrend"": 1.9160531666322953}",-0.0387,0.334,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.586,0.668,241.37,-511.72,75.17,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": -0.0293, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0015, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0025, ""2023-03"": -0.0533, ""2023-04"": -0.0266, ""2023-05"": 0.0161, ""2023-06"": -0.0265, ""2023-07"": 0.0118, ""2023-08"": -0.0296, ""2023-09"": 0.022, ""2023-10"": -0.0144, ""2023-11"": 0.0, ""2023-12"": 0.0349, ""2024-01"": -0.0541, ""2024-02"": 0.0, ""2024-03"": -0.0435, ""2024-04"": -0.0226, ""2024-05"": 0.0, ""2024-06"": 0.0632, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": -0.0513, ""2024-11"": 0.0496, ""2024-12"": -0.0649}","{""2022"": -0.0278, ""2023"": -0.0645, ""2024"": -0.1245}",hwr4_keltner_bounce__ETHUSDT__4h.parquet,v1
hwr4_keltner_bounce,SOLUSDT,4h,6570,14,0.431,-0.848,-0.213,-0.1424,-0.2523,-0.564,15.086,-0.009,0.0,1220,531,0.0,0.0,1,"{""weak_uptrend"": -0.8072357195278308, ""strong_uptrend"": -2.602046729878401, ""strong_downtrend"": 0.0, ""weak_downtrend"": 1.8892374760845574}",-0.0738,0.194,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.643,1.014,493.21,-875.41,78.86,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": -0.1305, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0498, ""2023-03"": -0.0686, ""2023-04"": 0.0533, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0659, ""2023-08"": -0.0072, ""2023-09"": 0.0, ""2023-10"": 0.034, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.1035, ""2024-02"": 0.0442, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": -0.0737, ""2024-07"": 0.0, ""2024-08"": -0.1478, ""2024-09"": 0.0, ""2024-10"": 0.0383, ""2024-11"": 0.0315, ""2024-12"": 0.0541}","{""2022"": -0.1305, ""2023"": 0.1268, ""2024"": 0.0269}",hwr4_keltner_bounce__SOLUSDT__4h.parquet,v1
hwr5_tight_tp_wide_sl,BTCUSDT,4h,6570,79,0.374,0.601,0.294,0.0885,-0.1366,0.648,8.51,0.01,0.0,1247,887,1.0,0.0,2,"{""strong_uptrend"": 3.4871631662676275, ""weak_uptrend"": -0.04410774574018719, ""weak_downtrend"": 1.8024482821714418, ""strong_downtrend"": 0.0}",-0.028,0.322,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.608,1.219,189.31,-240.46,27.59,"{""2022-01"": 0.0, ""2022-02"": 0.0079, ""2022-03"": 0.0151, ""2022-04"": -0.0532, ""2022-05"": 0.0, ""2022-06"": -0.061, ""2022-07"": 0.0206, ""2022-08"": -0.0079, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0091, ""2022-12"": -0.0111, ""2023-01"": 0.0056, ""2023-02"": -0.0985, ""2023-03"": 0.0556, ""2023-04"": 0.0213, ""2023-05"": 0.0, ""2023-06"": 0.0162, ""2023-07"": 0.0197, ""2023-08"": -0.0189, ""2023-09"": 0.0, ""2023-10"": 0.0113, ""2023-11"": 0.0648, ""2023-12"": -0.0095, ""2024-01"": 0.0107, ""2024-02"": 0.0621, ""2024-03"": 0.0439, ""2024-04"": -0.0486, ""2024-05"": -0.0527, ""2024-06"": -0.0312, ""2024-07"": 0.0307, ""2024-08"": 0.0, ""2024-09"": 0.0545, ""2024-10"": 0.0254, ""2024-11"": 0.0511, ""2024-12"": 0.0419}","{""2022"": -0.0809, ""2023"": 0.0597, ""2024"": 0.1943}",hwr5_tight_tp_wide_sl__BTCUSDT__4h.parquet,v1
hwr5_tight_tp_wide_sl,ETHUSDT,4h,6570,63,0.517,-0.352,-0.094,-0.0672,-0.2167,-0.31,13.285,-0.005,0.0,1577,256,0.0,0.0,2,"{""weak_uptrend"": 0.02334859866207609, ""strong_downtrend"": 0.0, ""weak_downtrend"": -3.7524750223458176, ""strong_uptrend"": 3.182734061788429}",-0.0392,0.251,0.0,0.0,,0.0,2,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.651,1.124,224.57,-372.28,20.44,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0202, ""2022-04"": -0.0226, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.1323, ""2022-08"": 0.0326, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": -0.0414, ""2022-12"": -0.0264, ""2023-01"": 0.0433, ""2023-02"": 0.0177, ""2023-03"": -0.0766, ""2023-04"": 0.042, ""2023-05"": -0.0272, ""2023-06"": 0.0014, ""2023-07"": -0.0291, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0413, ""2023-12"": -0.0027, ""2024-01"": 0.0172, ""2024-02"": 0.0036, ""2024-03"": 0.0414, ""2024-04"": -0.0944, ""2024-05"": -0.0146, ""2024-06"": 0.0265, ""2024-07"": -0.0551, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": -0.048, ""2024-11"": 0.054, ""2024-12"": 0.0928}","{""2022"": 0.088, ""2023"": 0.0036, ""2024"": 0.009}",hwr5_tight_tp_wide_sl__ETHUSDT__4h.parquet,v1
hwr5_tight_tp_wide_sl,SOLUSDT,4h,6570,57,-0.251,-1.681,-0.732,-0.288,-0.2248,-1.281,13.598,-0.021,0.0,1630,131,0.0,0.0,0,"{""weak_uptrend"": -2.246966269173942, ""strong_uptrend"": -0.7278826906383107, ""strong_downtrend"": 0.0, ""weak_downtrend"": -1.8139293514226857}",-0.0579,0.228,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.561,0.67,224.16,-428.05,29.75,"{""2022-01"": 0.0, ""2022-02"": -0.0455, ""2022-03"": 0.0211, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.005, ""2022-08"": 0.0067, ""2022-09"": 0.002, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0438, ""2023-02"": -0.0082, ""2023-03"": -0.0555, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": -0.0052, ""2023-07"": 0.0543, ""2023-08"": 0.0, ""2023-09"": -0.0112, ""2023-10"": -0.0371, ""2023-11"": -0.1106, ""2023-12"": -0.0404, ""2024-01"": -0.1076, ""2024-02"": -0.0019, ""2024-03"": 0.1385, ""2024-04"": -0.0452, ""2024-05"": -0.0495, ""2024-06"": 0.0, ""2024-07"": -0.0353, ""2024-08"": -0.019, ""2024-09"": 0.0213, ""2024-10"": -0.0651, ""2024-11"": 0.0048, ""2024-12"": -0.0591}","{""2022"": -0.0119, ""2023"": -0.1667, ""2024"": -0.2139}",hwr5_tight_tp_wide_sl__SOLUSDT__4h.parquet,v1
